symbol,date,volume_ratio_5d,volume_spike,volume_trend_10d,relative_volume,volume_acceleration,dark_pool_ratio,rsi_14,macd_signal,macd_histogram,bollinger_position,stochastic_k,adx_14,atr_14,ema_20_distance,sma_50_distance,williams_r,price_momentum_5d,price_momentum_10d,price_momentum_20d,price_acceleration,gap_percent,intraday_volatility,overnight_return,week_high_distance,put_call_ratio,put_call_ratio_change,unusual_options_activity,options_iv_rank,gamma_exposure,max_pain_distance,options_volume_ratio,institutional_net_flow,block_trade_volume,insider_buying_ratio,ownership_change_30d,news_sentiment_delta,social_momentum,analyst_target_distance,earnings_surprise_impact,sector_momentum_5d,spy_momentum_5d,vix_level,correlation_to_spy_20d,finbert_positive,finbert_neutral,finbert_negative,label
WFC,2023-11-15,1.1023406409472365,0,-84527.87878787877,1.0993146193737482,-1284567.8787878782,0,71.32275254021488,0.2825677543024141,0.2825677543024141,1.0270461244514382,96.00107796770442,25,0.8628077037310459,0.0515457945472511,0.0565755142102357,-3.998922032295574,0.0453878289236651,0.0911867823377008,0.0407394552410307,-0.0457989534140357,-0.0002379246943946,0.0228190894089966,-0.0002379246943946,0.1011320268006117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.7,0.1300496608018875,0.0273679532110691,0.8425824046134949,NEUTRAL
DUK,2024-05-15,1.0325903874025617,0,-176218.18181818165,0.8741471502590673,-43148.18181818153,0,70.18686727825059,0.2240680664287828,0.2240680664287828,0.8724836756171054,92.42902209774178,25,1.32967671315738,0.0298481530298073,0.0634597849464536,-7.570977902258223,0.0094744628239873,0.0357787311781454,0.0936508112629412,-0.0263042683541581,0.0096764948696976,0.0077444630021643,0.0096764948696976,0.0046229434080634,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.7,0.1247601434588432,0.669874370098114,0.2053654193878173,NEUTRAL
BMY,2023-05-15,0.7111509137350349,0,-139807.27272727274,0.7197952214271878,-351937.2727272731,0,40.79999420746939,0.0042305464479057,0.0042305464479057,0.416189806227542,57.79545229211867,25,1.291450746230773,-0.0037865811377354,-0.0001198999605518,-42.20454770788133,-0.003508252100815,-0.0033624727581791,-0.0344194028414175,-0.0001457793426359,0.0020570189504433,0.0101173383032538,0.0020570189504433,0.1493757271469932,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.7,0.0284485202282667,0.9611451029777528,0.010406419634819,DOWN
TSLA,2023-03-15,0.8912860729912034,0,-280044.84848484583,0.874584724474146,9302695.151515145,0,36.06599003241952,-3.80934572097195,-3.80934572097195,0.2341437681770971,34.95349970317587,25,9.923570905412946,-0.0329316867986575,0.0590807884478716,-65.04650029682412,-0.0085165002843835,-0.1100754887504341,-0.1376344231864172,0.1015589884660506,-0.0134235050137271,0.0349004283854319,-0.0134235050137271,0.5304327644856051,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.7,0.0271771308034658,0.9615609645843506,0.0112619278952479,UP
MMC,2024-08-15,0.8871749718578291,0,-26350.909090909077,0.9150266691189994,-25990.90909090913,0,56.471991138161655,-0.2626424084550522,-0.2626424084550522,0.6919645771518086,49.0417102480539,25,4.089328354819925,0.0114343622157952,0.0290339304325676,-50.9582897519461,0.008478202959417,-0.0149592463911002,0.0214436177377903,0.0234374493505172,0.0014476392030197,0.0130098463547367,0.0014476392030197,0.0280278249165775,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.7,0.1962069571018219,0.6632865071296692,0.1405065059661865,NEUTRAL
DE,2023-02-15,1.0212302355251652,0,-91524.84848484848,0.9317381480984968,-138544.84848484854,0,40.50693969340605,0.0135267968609529,0.0135267968609529,0.3597520317724125,29.220171164190365,25,9.074002535561318,-0.012332879749228,-0.0351897582371324,-70.77982883580964,0.0057641274877475,-0.03969658776361,-0.0374422976759449,0.0454607152513576,-0.0064497583105507,0.0208523144228214,-0.0064497583105507,0.0829906299775987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.7,0.2105899155139923,0.1048079803586006,0.6846020221710205,UP
BKNG,2023-11-15,1.130739237686003,0,-32856.36363636363,0.940607986231776,-55746.36363636363,0,84.35618549231286,41.27546620500707,41.27546620500707,0.8794711161533556,81.59812416801337,25,69.36465338636069,0.0464588807515975,0.0392907517642969,-18.401875831986633,0.0332679454677828,0.1281853442938771,0.0949324979239454,-0.0949173988260942,0.0074051822289761,0.0281607848911087,0.0074051822289761,0.040252495671295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.7,0.2121399939060211,0.0408954955637455,0.7469645142555237,NEUTRAL
ADBE,2024-07-15,0.8118173217510966,0,-75524.24242424245,0.4563441702382765,15875.757575757598,0,75.03616049816881,-0.901961458428392,-0.901961458428392,0.7083422148738174,74.54987747958603,25,11.167855398995536,0.0389195933970756,0.1248732800820983,-25.450122520413963,-0.0168404623396978,0.0183065924101899,0.2331822688569818,-0.0351470547498877,0.0021107104937783,0.0142798498454265,0.0021107104937783,0.1136544896628966,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.7,0.0237065162509679,0.9655296206474304,0.0107638714835047,DOWN
VZ,2023-03-15,0.9327836822329576,0,125739.3939393934,1.131692302562617,1233429.3939393945,0,30.081150482898636,-0.1212765471129679,-0.1212765471129679,0.2339888468422694,24.27528876112617,25,0.5342787398362739,-0.0272983838285201,-0.0686307116244641,-75.72471123887382,-0.0125231856219887,-0.0323759314900868,-0.081080835806501,0.0198527458680981,-0.0051517896502823,0.0201689259053512,-0.0051517896502823,0.3017731457110298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.7,0.0223710350692272,0.9684716463088988,0.0091573549434542,NEUTRAL
GE,2024-07-15,1.1378778270978651,0,131239.39393939383,0.9327416884404,-387320.60606060585,0,48.44939725881774,-0.1417512062418583,-0.1417512062418583,0.3280419417236145,38.02886880162415,25,3.5521146588687884,-0.0107053859411239,-0.0160128834573347,-61.97113119837585,-0.022625406063524,0.0054103010224753,0.0265916786755811,-0.0280357070859993,0.0099995018008459,0.0133872591206415,0.0099995018008459,0.0642267099296676,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.7,0.0302502196282148,0.9533696174621582,0.016380151733756,NEUTRAL
AMGN,2023-08-15,1.305090472257677,0,-171346.06060606043,0.942896324460484,-246656.0606060602,0,81.58338913676732,2.3957001308538803,2.3957001308538803,0.9217326106044916,98.38626811472336,25,5.55908450110545,0.0775452137523404,0.146214390671358,-1.6137318852766287,0.0199770776359149,0.1460020902489498,0.1437844530832555,-0.1260250126130349,0.0013411444344353,0.0255243121107789,0.0013411444344353,0.0806159325406945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.7,0.3939590156078338,0.2224505096673965,0.3835904598236084,DOWN
INTC,2024-03-15,1.4872103230805045,0,-849212.7272727273,1.463972316269046,-7860012.727272725,0,48.90964789422418,-0.0565652356477528,-0.0565652356477528,0.258131106108915,15.466015949582108,25,1.5778273288981286,-0.0274769682899434,-0.046705012525014,-84.5339840504179,-0.0309091460187247,-0.0269283813618308,-0.0320091450700081,-0.0039807646568938,-0.0070175875982882,0.0188457723764341,-0.0070175875982882,0.1660495259507555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.7,0.0278539769351482,0.9568716883659364,0.0152742816135287,NEUTRAL
HD,2024-11-15,0.8353834331306442,0,-28815.15151515152,0.921364740413768,367484.8484848483,0,53.717481259791626,0.7849597735558828,0.7849597735558828,0.8137799604253272,77.14288958378381,25,8.815308701924826,0.0135044507998283,0.0218039031730329,-22.857110416216187,0.0056171585602537,0.0397105917803017,-0.0164337073855777,-0.0340934332200479,-0.0069505651581143,0.014916877281386,-0.0069505651581143,0.0317392306338232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.7,0.2516807913780212,0.3284573853015899,0.4198618829250335,UP
BA,2024-03-15,0.845278642132218,0,835443.0303030306,1.3344321092977327,2377283.0303030293,0,27.50438647148536,-1.6328925745454654,-1.6328925745454654,0.0404561805742266,7.28786937415179,25,4.9707151140485495,-0.0683678645781953,-0.118187860375886,-92.7121306258482,-0.0804071050036665,-0.0873500061035156,-0.1110407775212393,0.006942901099849,-0.0008831819415447,0.0180672352860687,-0.0008831819415447,0.3177469053244469,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.7,0.0269695241004228,0.960838258266449,0.0121922707185149,UP
UPS,2023-12-15,1.6817037590164818,1,528506.6666666666,2.3722482089094368,-806913.3333333329,0,82.57707146869376,0.7639472902621507,0.7639472902621507,1.0498664545979182,94.13354535963664,25,2.5544902304493524,0.0554621075135779,0.0947812646987877,-5.866454640363347,0.0424823360689265,0.0518367135767201,0.1091143424122706,-0.0093543775077935,-0.0060974594039318,0.0232385208741982,-0.0060974594039318,0.1509588125336977,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.7,0.1709374785423278,0.0397339947521686,0.7893285155296326,DOWN
MA,2024-03-15,1.6493807866259382,0,85086.66666666658,1.7081479634689385,-486253.3333333333,0,51.52280478467948,-0.6382225981772063,-0.6382225981772063,0.6824802138933004,64.49931983272755,25,5.75527360829841,0.0127960657005328,0.0475958496070909,-35.500680167272456,0.0140006577895255,-0.0016785893959286,0.0096544738678807,0.0156792471854542,-0.0128055386750991,0.0113660475016609,-0.0128055386750991,0.0128008268173009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.7,0.1677550822496414,0.5169269442558289,0.3153180181980133,NEUTRAL
BDX,2023-08-15,0.6201686577652846,0,-89439.99999999991,0.4864895634536624,178330.0000000001,0,46.19117651592932,-0.1459856846521443,-0.1459856846521443,0.6075527164872793,67.22887338981701,25,5.3760790203226305,0.0159970385427974,0.0574307216938444,-32.77112661018299,-0.0051229292792972,0.0040208935897032,0.0910579060488305,-0.0091438228690005,-0.0022290007359559,0.0119494902789465,-0.0022290007359559,0.0266602044905251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.7,0.0241844244301319,0.9633987545967102,0.0124167818576097,NEUTRAL
UNH,2024-04-15,1.0633946830265848,0,-295618.18181818223,1.2227962070757437,-821958.1818181821,0,25.64445402754532,-2.6125911128099997,-2.6125911128099997,0.1871463128807703,15.54883658901763,25,9.45319295785628,-0.0432519387928211,-0.0908145376576822,-84.45116341098237,-0.0227413005052236,-0.0899938668895582,-0.092070522570973,0.0672525663843346,0.0063752189944695,0.0143891761745262,0.0063752189944695,0.1934618409244497,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.7,0.0332958623766899,0.9530959129333496,0.0136081874370574,UP
